gfcat_objid,ra,dec,n_gfcat,simbad_id,simbad_otype,simbad_match_offset,simbad_n_match
GFCAT J0083807.2+174655.9,129.53032800542542,17.782210753207327,1,Cl* NGC 2632   HSHJ     197,Eruptive*,1.9000874145217874,1
GFCAT J0095658.2-103124.5,149.2426846572325,-10.523481866630252,1,--,--,--,0
GFCAT J0094333.8-040451.8,145.89090876540172,-4.081080196930091,1,--,--,--,0
GFCAT J0110731.2-140855.5,166.8803951056473,-14.14876073806689,1,--,--,--,0
GFCAT J0095555.9-103327.3,148.98294346847266,-10.557598118755749,1,--,--,--,0
GFCAT J0105751.0-034558.0,164.46273,-3.76613,1,SN 1997S,"Galaxy, Supernova",13.74042555184997,2
GFCAT J0111737.8-171935.1,169.40779537447477,-17.326425502145764,1,CRTS J111737.6-171934,RRLyrae,2.9690273653372325,1
GFCAT J0080837.2+502802.3,122.15538655658442,50.46731294750895,1,--,--,--,0
GFCAT J0103834.0+593831.1,159.64174491159577,59.641988725807416,1,--,--,--,0
GFCAT J0105644.5+595456.6,164.18548380037095,59.91574865755611,1,--,--,--,0
GFCAT J0110236.9+584451.3,165.65391874461474,58.74759066183199,1,--,--,--,0
GFCAT J0102842.1+570839.0,157.1755190679482,57.144173232556355,2,GUVV J102841.9+570840.4,"Star, AGN_Candidate",1.5716692972123845,1
GFCAT J0103101.8+575038.0,157.7575509676647,57.84391466286869,1,--,--,--,0
GFCAT J0103538.4+581548.0,158.91002433349925,58.26334674648035,4,V* V341 UMa,RRLyrae,1.387324962125832,1
GFCAT J0090023.2+434812.4,135.0967766877129,43.80345314756907,1,US 2112,blue,2.1715181696061756,1
GFCAT J0142020.6+521549.5,215.08597,52.26377,1,SBSS 1418+524,WhiteDwarf,1.460870524885124,1
GFCAT J0141946.5+525941.6,214.94405792750126,52.994896376580485,14,2MASS J14194634+5259424,"Galaxy, QSO, X, AGN, Star",1.9931347115994515,2
GFCAT J0142131.9+530240.8,215.3830981415178,53.04469322867941,2,"DEEP2-GRS 13031961, SDSS J142131.76+530242.2","Galaxy, GroupG, X, QSO, AGN",1.7440025769542498,5
GFCAT J0132602.7+273500.8,201.51161245258896,27.58357195807908,26,PM J13260+2735,"HighPM*, **",1.4424568199005006,3
GFCAT J0132227.8+274435.4,200.6161076956064,27.743187582033045,2,LINEAR 9026628,RRLyrae,2.0158629323856454,1
GFCAT J0141819.1+525005.6,214.5799905555405,52.83491561472472,4,[GGM2006]  5126301,"Galaxy, X, EclBin",2.165109557016204,2
GFCAT J0132423.7+273719.6,201.0988637800137,27.6221216923562,3,--,--,--,0
GFCAT J0100629.6-333928.5,151.62353863021664,-33.65792366697337,1,--,--,--,0
GFCAT J0105809.5+583826.2,164.53973480148522,58.640621827548,1,--,--,--,0
GFCAT J0105445.0+601235.3,163.68755712860528,60.2098323506745,1,2MASS J10544473+6012370,Low-Mass*,2.4682612512303126,1
GFCAT J0105807.0+593956.5,164.52921121055647,59.66571281306465,1,--,--,--,0
GFCAT J0123957.3+622500.1,189.9890680183196,62.41671050641242,1,--,--,--,0
GFCAT J0105609.5+585918.1,164.03993549692478,58.98838240702743,2,--,--,--,0
GFCAT J0141816.4+522939.2,214.568719015126,52.49423729915706,1,[VV96] J141816.2+522940,"Galaxy, Radio, QSO, X, Infrared",2.6608457351338544,4
GFCAT J0142010.4+524028.1,215.04365562164003,52.67449473882591,1,SDSS J142010.24+524029.6,"QSO, X, EmissionG",2.516585578088937,1
GFCAT J0141859.9+521808.3,214.74999698635887,52.302312788989,1,SDSS J141859.74+521809.6,QSO,2.591909990271397,1
GFCAT J0161705.6+551604.0,244.273661101973,55.267786941269854,15,BD+55  1823,"SB*, Radio",3.276475054331441,2
GFCAT J0130652.6-005229.9,196.7192403843277,0.874980096261147,1,LAMOST J130652.49+005231.5,WhiteDwarf,2.472686924691238,2
GFCAT J0161218.4+524223.7,243.07705583587656,52.706596950457495,1,ATO J243.0759+52.7070,HighPM*,1.9097572741275224,1
GFCAT J0161053.6+533907.5,242.72339071462147,53.652092367920446,1,--,--,--,0
GFCAT J0164106.9+404224.2,250.2789528520101,40.70674680089163,17,V* V1209 Her,delSctV*,1.8682185491535923,1
GFCAT J0163552.2+414810.7,248.96776633745745,41.802998006570846,1,--,--,--,0
GFCAT J0163017.6+405424.1,247.57341902640368,40.90671515630317,1,ATO J247.5727+40.9071,RRLyrae,2.4561440199581517,1
GFCAT J0163850.8+402407.9,249.7117528999779,40.40220090910336,1,GUVV J163850.7+402409.1,Star,1.7280210355894141,1
GFCAT J0163913.6+413956.6,249.80670180683643,41.66574284942475,1,TYC 3066-1070-1,Star,2.8427066732311497,1
GFCAT J0164033.0+403704.8,250.13767880987209,40.61802102781735,6,V* AG Her,RRLyrae,2.0718105145782015,1
GFCAT J0163118.8+405151.9,247.82859088570856,40.86443513549013,7,G 180-60,Eruptive*,0.7307439741994408,1
GFCAT J0161357.6+282855.2,243.4902662030505,28.482022869489008,1,LINEAR 16586778,delSctV*,2.3942428016183106,1
GFCAT J0143546.4+342602.2,218.9434214693834,34.43395671088091,3,2MASS J14354632+3426036,"HighPM*, AGN",1.111311233571298,1
GFCAT J0141908.1+530500.9,214.78413122362625,53.08358582579159,1,[MSC2019] J141910.16+530520.5,Galaxy,26.425833235025337,0
GFCAT J0130754.0+535128.9,196.9751648761443,53.85803746071964,1,V* EV UMa,"CataclyV*, Star",2.239447928686851,1
GFCAT J0161848.8+552422.3,244.7035291920997,55.406214214736295,1,--,--,--,0
GFCAT J0194443.5-075001.0,296.1814441010096,-7.833612616986377,3,GUVV J194443.4-074959.5,"X, HighPM*",2.509225912671898,1
GFCAT J0171052.3+190911.0,257.71810748926265,19.15308150107361,1,GUVV J171052.2+190912.5,UV,2.391666283559644,1
GFCAT J0165611.6-034055.1,254.04851952356478,-3.681997377995966,2,USNO-B1.0 0863-00326722,Star,1.659802551700608,1
GFCAT J0165706.0-042059.7,254.2751197029792,-4.349944186639638,10,G  19-7,Eruptive*,5.096781756795299,1
GFCAT J0164536.7-014633.2,251.40292999642625,-1.775913212969962,1,GUVV J164536.6-014631.6,RRLyrae,2.1325379452672673,1
GFCAT J0165447.3-221951.7,253.69721365344736,-22.33105013660204,1,--,--,--,0
GFCAT J0181228.9+152104.3,273.1205237012852,15.351203364890184,1,GUVV J181228.8+152105.7,Star,1.6382798445754265,1
GFCAT J0133843.7-094516.9,204.68209193067,-9.754709262772677,1,--,--,--,0
GFCAT J0213755.7-634244.9,324.4823094388048,-63.71247567171528,1,NAME BPM 14175B,"HighPM*, **",1.0956530254741565,3
GFCAT J0170213.3+322952.9,255.5557571551041,32.498034580959285,1,V* V1239 Her,CataclyV*,2.1126603531493067,1
GFCAT J0163501.2+313027.8,248.75516098013887,31.50772832917176,1,2MASS J16350111+3130290,"X, Low-Mass*, Star",2.006013414139874,2
GFCAT J0160932.0+534045.6,242.38354334224834,53.67933791603772,4,--,--,--,0
GFCAT J0160704.0+543046.1,241.7670526678208,54.51281996456091,1,[GMF2013] ELAISN1 MOS16-27,AGN,2.685683119208613,1
GFCAT J0161503.2+563005.1,243.76341308586527,56.50142075514961,1,LINEAR 16776795,RRLyrae,2.548634454618255,1
GFCAT J0162319.4+555728.7,245.83083931211283,55.95799799142149,1,--,--,--,0
GFCAT J0171159.1+601540.7,257.99654866309857,60.26131729130628,1,--,--,--,0
GFCAT J0171203.8+525353.1,258.0162016858898,52.89809246836946,1,ROTSE1 J171203.71+525354.6,Cepheid,2.4691605674874677,1
GFCAT J0211114.6+152246.1,317.8111727138345,15.379486033259168,1,--,--,--,0
GFCAT J0225947.6+300923.3,344.9485888983339,30.156490410054985,1,--,--,--,0
GFCAT J0203922.5-010347.5,309.8440434345986,-1.0631975579710888,1,ATO J309.8435-01.0628,RRLyrae,2.271117625244181,1
GFCAT J0002918.5-443856.4,7.327248482811633,-44.64901156180029,1,--,--,--,0
GFCAT J0001934.5-230955.0,4.894057602575743,-23.16530477044383,1,SIPS J0019-2309,HighPM*,1.1938189154348897,1
GFCAT J0234757.5-432007.8,356.9898898604606,-43.335502585607,1,--,--,--,0
GFCAT J0235138.0-435357.0,357.90844356259487,-43.8991906149152,1,--,--,--,0
GFCAT J0233403.0-001038.9,353.51254478754737,0.1774775933929394,3,XDEEP2 F3-0516,"Galaxy, X, Eruptive*",2.612551429963869,3
GFCAT J0233016.9-083839.2,352.5708233364021,-8.64422609662166,1,SCR J2330-0838A,"X, HighPM*",2.5168470799148612,1
GFCAT J0233654.0-103944.9,354.22539801779874,-10.662480323701857,1,--,--,--,0
GFCAT J0232822.6-002838.8,352.09442234989274,0.4774625427180078,2,LP  642-72,"HighPM*, Low-Mass*, NearIR",2.310838359123869,1
GFCAT J0022528.4-041541.3,36.3685335429155,-4.261475340873747,1,SDSS J022528.35-041540.0,"Galaxy, ClG, EmissionG, Radio, GroupG",1.9028354357339214,21
GFCAT J0022548.8-035954.8,36.45356145569078,-3.998558536228329,1,SDSS J022548.76-035953.6,"Galaxy, QSO, AGN",1.781617616462715,13
GFCAT J0022337.6-044007.1,35.906673432891644,-4.668640489149799,1,SDSS J022337.51-044006.1,"Galaxy, QSO",1.5000297761760737,1
GFCAT J0022432.5-043038.2,36.13565384285686,-4.510637609429458,1,SDSS J022432.47-043037.3,"Galaxy, QSO, Star",1.631125372899716,7
GFCAT J0052102.3-500158.8,80.25975871188855,-50.03300174227426,1,1RXS J052102.2-500149,X,9.395150182627445,1
GFCAT J0033818.5-272234.1,54.5772729722851,-27.376143210474957,4,CRTS J033818.5-272231,SB*,1.070699095303965,1
GFCAT J0033715.4-283239.7,54.31423493803074,-28.54436545186607,37,ATO J054.3139-28.5441,delSctV*,1.0421976475206336,1
GFCAT J0033546.1-290211.2,53.942277681105665,-29.036468437152415,4,CRTS J033546.0-290210,RRLyrae,1.391546952382926,1
GFCAT J0033347.9-272958.8,53.449925608659456,-27.4996700457322,1,--,--,--,0
GFCAT J0033202.1-270252.7,53.0090736383368,-27.04798534305836,9,ATO J053.0089-27.0476,HighPM*,1.7669166682358626,1
GFCAT J0022437.8-003959.3,36.15769405769368,0.6664748146119618,1,2MASS J02243778+0039598,Low-Mass*,1.4570170039229895,1
GFCAT J0012137.7+123046.4,20.407247913738942,12.512903864075678,2,ATO J020.4067+12.5130,EclBin_Candidate,1.8841185767153252,1
GFCAT J0004248.4+353254.7,10.701904261563582,35.54855329402246,1,V* FF And,"SB*, Star",2.675072578840847,2
GFCAT J0011824.6+344503.9,19.60260643169402,34.75109810928595,1,DES J011826.25+344522.0,GtowardsCl,26.976591159087427,0
GFCAT J0002851.0+410826.0,7.212796607726268,41.14058214691707,1,--,--,--,0
GFCAT J0005900.3+405829.2,14.751451025583698,40.97477889577264,1,--,--,--,0
GFCAT J0002652.1+425002.0,6.717086447540555,42.833889113963295,1,G 171-59,HighPM*,2.8977540696259325,1
GFCAT J0010025.6+421840.0,15.10705015197559,42.3111198301995,1,SDSS J010025.56+421840.9,WhiteDwarf_Candidate,2.3862148281922133,1
GFCAT J0010636.8+452323.6,16.65372,45.38989,1,--,--,--,0
GFCAT J0025255.0-370823.4,43.22924739269435,-37.13983840096211,1,Gaia DR3 5048737565438297600,Star,2.0809223574732365,1
GFCAT J0030153.3-330737.5,45.47219348859936,-33.12708522142131,1,Gaia DR2 5051654432347756672,WhiteDwarf_Candidate,1.4159602355722172,1
GFCAT J0021412.8-035745.8,33.55357056335334,-3.962739474045588,2,SDSS J021412.76-035744.4,"X, HighPM*",1.5344248043486972,2
GFCAT J0021841.0-055259.6,34.67115893706856,-5.883246007809822,1,SDSS J021840.99-055258.3,"Galaxy, RRLyrae",1.8209481929410607,2
GFCAT J0013902.9-175700.1,24.76243633166022,-17.95003609252275,7,G 272-61B,"Eruptive*, **",18.713658442815486,0
GFCAT J0013636.3-174721.8,24.151530015934963,-17.789403146044563,1,ATO J024.1513-17.7890,Variable*,1.3917565391740856,1
GFCAT J0013815.6-174024.4,24.565350978784725,-17.673449608238712,1,UCAC2  24998128,SB*,2.085071608938849,1
GFCAT J0004613.7-441206.2,11.557390032406154,-44.201741953641495,2,1RXS J004612.8-441218,X,15.707540481517206,1
GFCAT J0022900.4-410734.3,37.25195368786262,-41.12620306430502,1,CD-41   702,"Galaxy, Star, WhiteDwarf_Candidate",2.0122155921457074,2
GFCAT J0001611.7-392722.8,4.049155382610342,-39.456353071277505,4,CRTS J001611.7-392722,RRLyrae,1.8018481988571213,1
GFCAT J0003828.5-414920.0,9.618973953303795,-41.822248421987,1,--,--,--,0
GFCAT J0041109.4-591117.7,62.78935996222917,-59.18825907544428,1,Gaia DR3 4681704263210424960,"X, CataclyV*_Candidate, Star",2.1823183802018957,3
GFCAT J0051907.8-481540.9,79.78261332387777,-48.26138883286681,1,--,--,--,0
GFCAT J0042604.4+170713.4,66.51844910879728,17.120407247324607,2,HG 8-39,Eruptive*,1.7940571175164397,1
GFCAT J0042955.9+165449.6,67.48307862061316,16.9137972054446,1,HG 7-244,HighPM*,3.0043927763923692,1
GFCAT J0042733.7+165220.7,66.89065035721228,16.872420388972802,1,Cl* Melotte   25     LH     110,"X, Eruptive*, Star",1.7076209645482074,2
GFCAT J0045154.3-022947.3,72.97649428145667,-2.496481900526168,1,--,--,--,0
GFCAT J0045211.0-022941.2,73.04624910544403,-2.494793024026592,1,--,--,--,0
GFCAT J0045429.1-030746.6,73.62138564627183,-3.1296244206967683,1,[MET2007] 73.621490-3.129256,"Galaxy, Star, Unknown, GtowardsCl",1.3815199571453822,2
GFCAT J0065044.1-361238.2,102.68397024154866,-36.210624748868376,1,UCAC2  16319252,"Galaxy, Star",2.9983315342372356,1
GFCAT J0081538.9+503446.1,123.9123757782765,50.57947621263652,1,--,--,--,0
GFCAT J0075953.3+080825.9,119.9722233889376,8.140546535225656,1,--,--,--,0
GFCAT J0100039.8+675110.9,150.16586044976458,67.85304176937383,1,--,--,--,0
GFCAT J0110506.0+583101.0,166.27535142150313,58.51696621769864,3,SDSS J110505.94+583103.0,WhiteDwarf,1.836792756897447,1
GFCAT J0051732.8-501712.4,79.3869405409321,-50.28678775380474,1,--,--,--,0
GFCAT J0092750.5+294539.2,141.96062991461093,29.76091141951284,1,BD+30  1869,Star,3.6755552032443966,1
GFCAT J0085845.4+174554.6,134.68932455112568,17.765189343390084,1,--,--,--,0
GFCAT J0100211.8-192538.7,150.54934033543515,-19.427431182752024,2,RE J1002-19,CataclyV*,1.8085591200900228,1
GFCAT J0104707.7+053347.9,161.78222727682711,5.563307614305919,4,LINEAR 23073893,RRLyrae,2.2626065925385586,1
GFCAT J0100621.2+294104.6,151.5886275318064,29.68462645107368,1,NSVS   7495064,Variable*,2.1658472968519966,1
GFCAT J0100943.5+283248.4,152.4313690958452,28.546797679992093,1,--,--,--,0
GFCAT J0080020.5+214927.0,120.08581725514964,21.82416726989167,1,--,--,--,0
GFCAT J0081015.9+062842.8,122.56643237211122,6.47856114254441,1,2MASS J08101583+0628445,Low-Mass*,2.37069804229097,1
GFCAT J0092554.2+140552.1,141.4761082586785,14.097819472290611,1,--,--,--,0
GFCAT J0105040.6+575748.7,162.6693375660162,57.96355150152138,1,2MASS J10504052+5757507,Low-Mass*,2.548081588662849,1
GFCAT J0105131.1+573438.2,162.87970217287543,57.57728306222747,3,[BCH2008] 444,"Compact_Gr_G, HighPM*, Galaxy",1.9831479386177346,1
GFCAT J0105041.3+041242.6,162.67209028581547,4.211860074068034,1,--,--,--,0
GFCAT J0123441.3+615423.5,188.6721301593027,61.90652828079876,1,[CBS2017] ALH2L397,AGN_Candidate,24.083248440885377,0
GFCAT J0124426.5+613512.9,191.11050053212605,61.58693345332446,1,V* V351 UMa,CataclyV*,2.3737573699856904,1
GFCAT J0121740.9+490541.4,184.4206739921839,49.09484836681901,1,--,--,--,0
GFCAT J0144353.4+641230.3,220.97277840206087,64.20843811773702,1,SDSS J144352.43+641304.7,QSO,34.82869326419819,0
GFCAT J0143900.2+641725.3,219.7509188199623,64.29038344810817,1,V* EK Dra B,"BYDraV*, Star",3.624667495386642,2
GFCAT J0133640.9+515452.5,204.17073,51.9146,1,V* UX UMa,CataclyV*,3.143657464587759,1
GFCAT J0125623.7+291301.8,194.0989258430913,29.21717038382667,1,[SIP89] 125358.9+292914,Star,0.9832824446415842,1
GFCAT J0141949.8+530553.6,214.95756627682604,53.09823931828005,1,SDSS J141949.62+530554.7,"Galaxy, X, PulsV*",2.0325933401475202,3
GFCAT J0125926.0+272122.7,194.85851,27.35632,1,HZ 47,"Galaxy, HotSubdwarf, Star, LowSurfBrghtG",0.12215183041784264,3
GFCAT J0125535.2+270339.6,193.89696565459028,27.061006287955664,5,BD+27  2192,"Galaxy, HighPM*, Star",10.078655510145847,2
GFCAT J0104544.1+052147.4,161.4340961918493,5.363192393302157,2,--,--,--,0
GFCAT J0131815.1+473132.5,199.56296137187977,47.52569981740273,1,SLW J1318+4730B,HighPM*,1.360114953782266,1
GFCAT J0105100.1+052531.0,162.75048775255564,5.425297976081053,1,CRTS J105059.9+052531,EclBin,2.4535384210396862,1
GFCAT J0104942.9+060116.0,162.4289113880476,6.021116308273012,1,--,--,--,0
GFCAT J0110229.3+283359.5,165.62247375886085,28.56653925232654,1,LP  317-39,HighPM*,1.4907978660350558,1
GFCAT J0120255.5+184513.7,180.7314265618107,18.75382682482717,1,NGC  4049,GtowardsCl,20.283493428415287,0
GFCAT J0123903.1+654933.1,189.763270946636,65.82587977821022,1,SDSS J123902.93+654934.5,**,2.183446262582817,1
GFCAT J0122936.8+474915.8,187.4037010231584,47.82106520042996,1,V* BN CVn,RRLyrae,1.9620987094000137,1
GFCAT J0141905.3+522526.8,214.7723196185656,52.424134401566405,1,[VV2006] J141905.1+522527,QSO,1.8914257932730516,1
GFCAT J0141735.0+522810.0,214.3959605009753,52.46945408709995,1,[VV2006] J141734.8+522809,"Galaxy, QSO, AGN, Radio",1.7538364730139522,14
GFCAT J0140059.4+374049.6,210.2476177527235,37.68044905117592,1,--,--,--,0
GFCAT J0143701.4+635415.5,219.25612926475176,63.90432324430515,1,TYC 4176-861-1,Star,26.24766156857148,0
GFCAT J0160857.2+552623.8,242.23864343388144,55.43997181445497,1,NSC J160901+552619,ClG,32.10902147013417,0
GFCAT J0160752.2+552647.6,241.96787039025725,55.44655873520159,1,TYC 3880-1282-1,"X, Star",2.3056385774730987,2
GFCAT J0171141.7+600701.9,257.92416219590285,60.11719581227825,1,FLSVLA J171139.5+600723,"Galaxy, Radio",26.929562545818474,0
GFCAT J0171251.0+582747.1,258.21284142856234,58.46309267031655,3,ATO J258.2118+58.4634,delSctV*,2.184948197369775,1
GFCAT J0171539.3+585150.8,258.91414649051,58.86412992278225,2,NSVS   2910034,"X, EclBin",2.0313045688850195,1
GFCAT J0130349.8-171851.3,195.95786232795453,-17.31425161275647,1,--,--,--,0
GFCAT J0125319.9-101033.9,193.33315996252531,-10.176086536566043,2,Gaia DR3 3626664612311457408,PulsV*,1.9406202649000261,1
GFCAT J0160915.8+253115.5,242.3158845916221,25.52097758828967,1,LINEAR 16574303,delSctV*,1.8230650986421235,1
GFCAT J0153650.3+373447.4,234.2097002311855,37.5798553483604,1,V* BK CrB,"BYDraV*, HighPM*",1.9269526468558185,2
GFCAT J0140407.8-053758.8,211.03279226624,-5.633008429946124,1,--,--,--,0
GFCAT J0134945.6-302821.7,207.4402946253066,-30.47271222656943,1,--,--,--,0
GFCAT J0143820.8+331602.5,219.5867500860141,33.26737629130005,1,--,--,--,0
GFCAT J0141947.5+250614.6,214.94796248898288,25.10406941206691,1,--,--,--,0
GFCAT J0143217.2+344015.4,218.0718203819185,34.67096552533572,1,NDWFS J143217.1+344017,"QSO, X",2.622326654228876,2
GFCAT J0143654.9+340358.5,219.22905451215655,34.066275371478554,8,Gaia DR3 1287604467762536960,"AGN, WhiteDwarf_Candidate",2.104342179242113,1
GFCAT J0142418.5+325431.4,216.0771103084889,32.90872660775999,1,--,--,--,0
GFCAT J0132350.0+274326.6,200.9584064986862,27.724060155128086,2,ATO J200.9578+27.7242,"Galaxy, Variable*, EmissionG",2.1122462511262414,1
GFCAT J0143737.1+341028.2,219.40495053996293,34.174516875115884,1,NDWFS J143737.0+341030,Star,2.2793504693327193,1
GFCAT J0143807.4+330602.9,219.53099,33.10083,1,--,--,--,0
GFCAT J0143137.3+324421.5,217.9055463851656,32.7393217164434,1,TYC 2556-340-1,"Star, **",3.196630388710324,3
GFCAT J0143015.9+323121.9,217.5663426752592,32.52276205799026,1,--,--,--,0
GFCAT J0142645.2+342723.3,216.6884317254182,34.45648447918394,1,2MASS J14264510+3427245,Star,1.852550984111165,1
GFCAT J0164631.4+343451.4,251.6309376111193,34.58094699876886,1,LP  276-22,HighPM*,3.979865513997896,1
GFCAT J0164637.8+251911.9,251.6577940834489,25.319994305892703,1,--,--,--,0
GFCAT J0164609.0-022003.7,251.53782175921128,-2.334367888646301,1,--,--,--,0
GFCAT J0181324.1+173201.8,273.3506572450011,17.533850008910168,1,--,--,--,0
GFCAT J0171330.4+190628.5,258.3767369826185,19.10791949315297,1,--,--,--,0
GFCAT J0164822.6-022219.1,252.0945444260705,-2.371982381226673,1,--,--,--,0
GFCAT J0012735.8-754549.5,21.899202145558,-75.76376020896733,1,--,--,--,0
GFCAT J0164605.1+350840.2,251.5212914610813,35.14451252007462,1,--,--,--,0
GFCAT J0162825.9+405140.0,247.1081469697158,40.86112361208475,1,[KB98] Obj J162826+405143,"GroupG, EmissionG, Star",2.408692784050565,2
GFCAT J0163442.2+403038.3,248.6762203125591,40.51064085109648,1,--,--,--,0
GFCAT J0163618.6+415057.6,249.07768002116208,41.84934146889554,1,[VV2006] J163618.5+415058,"QSO, Star",1.924528555147316,2
GFCAT J0155648.0+553423.3,239.20035956771773,55.57316644193825,1,--,--,--,0
GFCAT J0160903.4+525637.3,242.2643703991792,52.94369856333908,1,GJ  3942 b,"Planet_Candidate, Planet, HighPM*, X",2.855534049779712,3
GFCAT J0160713.9+555130.6,241.8081374247581,55.85850288099657,1,LINEAR 16359928,RRLyrae,2.4443859140538233,1
GFCAT J0213843.7-013745.3,324.68248789988206,-1.629265907897258,1,--,--,--,0
GFCAT J0215055.6+011516.3,327.7320214167955,1.2545361364219176,1,FASTT 1489,RRLyrae,1.7402381937454576,1
GFCAT J0214916.0+043043.0,327.3170106117904,4.511959071127884,1,[DCD2013] CSS J214915.9+043044,RRLyrae,2.2745134073636795,1
GFCAT J0215321.8+044019.0,328.34111514911746,4.67195404999461,1,Gaia DR2 2696704377687032704,"QSO, WhiteDwarf_Candidate",2.2821223025965147,1
GFCAT J0215821.8+025411.0,329.5909332183332,2.903065080946778,2,IRAS 21558+0240,Star,0.8638272864780376,1
GFCAT J0230819.6-152437.0,347.08198516361153,-15.41029899773165,1,V* HK Aqr,BYDraV*,2.2377480096498275,1
GFCAT J0232629.3-000118.3,351.6222946772068,0.0217616020730865,1,XDEEP2 F3-0067,"Galaxy, X",3.0500714712827075,1
GFCAT J0182245.4+645508.1,275.68950696375254,64.91892502945103,1,--,--,--,0
GFCAT J0210826.1+153847.4,317.109116604856,15.646508134479722,1,TYC 1649-1284-1,Star,2.0269569546964012,1
GFCAT J0232601.8-002756.6,351.5077923948449,0.4657237896720382,1,2MASS J23260179+0027576,HorBranch*,1.5610817227976916,1
GFCAT J0005028.9+391028.4,12.620754156360302,39.17456857900231,1,ATO J012.6201+39.1750,PulsV*,2.457279992026439,1
GFCAT J0235352.6-103239.5,358.46939,-10.54433,1,2XMM J235352.6-103240,"Star, GtowardsCl",1.7463180003049863,1
GFCAT J0233510.8-022327.1,353.795394601563,-2.390868654283137,1,G 157-77,"HighPM*, Star",9.187529064993862,1
GFCAT J0222653.1+134715.5,336.7215846710747,13.78764732548282,1,2MASX J22265505+1347253,Galaxy,28.71364651917733,0
GFCAT J0232551.3-125016.7,351.4640952624958,-12.837972750409373,1,--,--,--,0
GFCAT J0232627.6-025813.2,351.61517615360367,-2.97034203834907,1,ATO J351.6148-02.9701,RRLyrae,1.5963384748459786,1
GFCAT J0003049.9-715043.0,7.70821,-71.84528,1,SSTISAGEMA J003050.00-715044.7,Star,1.840724297574806,1
GFCAT J0022635.3-050519.9,36.64733132320676,-5.088878772742445,2,2XLSSd J022635.2-050518,"Galaxy, HighPM*",2.7959846146472986,2
GFCAT J0022044.9-050300.6,35.18730679871327,-5.050188478067659,1,SDSS J022044.92-050300.0,"Galaxy, Star",0.8854787545087605,1
GFCAT J0235514.6-000321.3,358.81111035643335,0.0559183075803216,2,ATO J358.8108+00.0561,HorBranch*,1.2776673620564893,1
GFCAT J0021651.5-052234.8,34.2147004440917,-5.376349961008984,1,[DLL2015] SXDSS-17510,EmissionG,7.392003562999987,3
GFCAT J0033529.8-281828.3,53.87448643910644,-28.30787014220212,1,--,--,--,0
GFCAT J0032502.8-171250.6,51.26207,-17.21407,1,--,--,--,0
GFCAT J0022014.8-030725.0,35.061962639679926,-3.1236317357084715,1,ASAS J022015-0307.4,EclBin,2.2052557839538225,1
GFCAT J0021829.9-045515.6,34.62498207767926,-4.921014492664483,2,2MASS J02182991-0455137,"smmRad, HighPM*",2.0024203363991946,1
GFCAT J0022143.6-051633.3,35.43201839913608,-5.275935361409017,1,2XLSSd J022143.5-051631,"HighPM*, AGN",2.2934705792044774,1
GFCAT J0021946.1-023902.2,34.942156325430375,-2.6506368105716347,1,--,--,--,0
GFCAT J0022155.2-050305.3,35.48035514222329,-5.051497400719193,1,SDSS J022155.17-050303.9,"Galaxy, QSO",2.1912357893433234,2
GFCAT J0100231.7+013804.9,150.63243185549752,1.634715870722112,1,COSMOS 435211,"Galaxy, Radio, Star",4.826311676866413,17
GFCAT J0093026.2+071219.6,142.60955203916998,7.205450825255911,1,V* WW Leo,RRLyrae,2.755685783604023,1
GFCAT J0091218.4+083520.2,138.07681634917898,8.588960422036322,1,--,--,--,0
GFCAT J0090812.1+060418.8,137.05077010836217,6.071896895359407,1,SDSS J090812.04+060421.2,WhiteDwarf,3.225390457453507,1
GFCAT J0094615.1-002455.2,146.56297117714604,-0.415360381957358,1,ASAS J094615-0024.7,"Galaxy, HighPM*",2.2253455165075664,1
GFCAT J0122632.4+334718.6,186.6351470885494,33.788515366099446,3,PM J12265+3347,"X, Star",1.797321203859501,2
GFCAT J0122557.9+334649.9,186.491513672997,33.78054532818442,1,V* EQ CVn,"Star, EclBin",2.330288965445302,2
GFCAT J0092631.4+045935.1,141.63100041657324,4.993102992853955,1,--,--,--,0
GFCAT J0093937.8+032327.9,144.90757187342228,3.39109943257916,1,--,--,--,0
GFCAT J0103901.0+133128.7,159.75453298535177,13.524652885424029,1,TYC  845-658-1,Star,2.4170813154829895,1
GFCAT J0121605.9+135742.9,184.0246505739788,13.961917856783163,1,--,--,--,0
GFCAT J0105131.0+043800.2,162.87941960306145,4.633404679304581,1,LINEAR 23316035,"Galaxy, RRLyrae",2.432237136402364,1
GFCAT J0105516.0-033540.2,163.81676356697207,-3.5945249681759712,3,PM J10552-0335S A,"HighPM*, Star, **",1.9248160779553345,5
GFCAT J0125224.2-291458.8,193.1009982028237,-29.249677697271068,1,V* EX Hya,"CataclyV*, Galaxy",2.8497904411455472,1
GFCAT J0081650.3+710958.8,124.20960526245844,71.16635520147753,1,1RXS J081654.9+711023,X,32.827704382141185,0
GFCAT J0102726.1+710354.9,156.85876009529616,71.06525673588423,1,--,--,--,0
GFCAT J0142204.1+530545.9,215.5172124546043,53.09610927311208,1,[LNG2009] egs-1148,X,1.8145299266814487,1
GFCAT J0165702.1+663509.6,254.2590793459169,66.58600906117097,1,NSVS   2879874,RRLyrae,2.45779860393948,1
GFCAT J0122126.9+303833.2,185.36222440522465,30.642556696832436,2,G 148-48,HighPM*,2.8154632677457267,2
