eclipse,obj_id,ra,dec,simbad_n_match,simbad_otype,simbad_main_id,simbad_distance,simbad_distance_err_2,simbad_distance_err_1,simbad_parallax,simbad_parallax_err,simbad_match_offset,obstart,datetime_iso,datetime_decimal,gaia_match_offset,gaia_n_match,gaia_dr3_source_id,gaia_distance,gaia_distance_err_2,gaia_distance_err_1,gaia_parallax,gaia_parallax_err,gaia_parallax_over_err,pmra,pmdec,gaia_ra,gaia_dec,distance,distance_err_1,distance_err_2,cps_min_NUV,cps_min_err_NUV,mag_min_NUV,mag_min_err_NUV,cps_max_NUV,cps_max_err_NUV,mag_max_NUV,mag_max_err_NUV,cps_mean_NUV,cps_mean_err_NUV,mag_mean_NUV,mag_mean_err_NUV,tstart_NUV,tstop_NUV,expt_raw_NUV,cps_min_FUV,cps_min_err_FUV,mag_min_FUV,mag_min_err_FUV,cps_max_FUV,cps_max_err_FUV,mag_max_FUV,mag_max_err_FUV,cps_mean_FUV,cps_mean_err_FUV,mag_mean_FUV,mag_mean_err_FUV,tstart_FUV,tstop_FUV,expt_raw_FUV,ratio_min,ratio_min_err,ratio_max,ratio_max_err,ratio_at_nuv_max,ratio_at_nuv_max_err,expt_eff_NUV,counts_9,counts_12_5,counts_17_5,counts_25,counts_35,skybg_counts_NUV,skybg_counts_err_NUV,skybg_flux_NUV,skybg_flux_err_NUV,expt_eff_FUV,skybg_counts_FUV,skybg_counts_err_FUV,skybg_flux_FUV,skybg_flux_err_FUV,morphology,qa_flag_nuv,qa_flag_fuv
16311,466816311.0,219.2289721982032,34.066298107245885,1,"AGN, WhiteDwarf_Candidate",Gaia DR3 1287604467762536960,713.3176403452458,184.83227930983674,-383.6547156070949,1.4019,0.4902999997138977,2.104342179242113,832088238,2006-05-19T11:37:18,2006.379408897609,2.2449211626948373,1,1.287604467762537e+18,713.3186479895982,184.84380415220517,-383.7037905187484,1.4018980196555613,0.49033963680267334,2.859034538269043,-9.29262901097755,2.8119151803727798,219.2284032838561,34.06670646612009,713.3186479895982,-383.7037905187484,184.84380415220517,0.5076949860043062,0.13511595265565754,20.81599281416632,0.25620096043395435,2.4572274990581717,0.29707984013343103,19.103886582739808,0.12391758110032214,1.5839920410741832,0.031822962129921924,19.580617512242334,0.021596603080794807,832088230.0,832089940.0,1710.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1565.0408679106135,1432.7171911066634,1791.0181002806073,2477.563454125805,3980.416333895304,6547.636858833286,1310.352142937095,25.86166222340466,2.6993254144504153e-13,1.3843393156975514e-14,--,--,--,--,--,E,0,0
10544,231110544.0,160.98732583565183,58.12518086186384,2,"CataclyV*, Star",V* IY UMa,182.04656751196956,2.2066250927519206,-2.2614480772375884,5.4931,0.0674000009894371,2.0889817500233856,797965765,2005-04-19T13:09:25,2005.297392376808,2.801895359120313,2,8.551675409886153e+17,182.04816200505016,2.208216817139885,-2.263119413159444,5.493051887951823,0.06744802743196487,81.44125366210938,-61.04462126406103,-19.888285159403083,160.98593954008894,58.125445168237235,182.04816200505016,-2.263119413159444,2.208216817139885,1.1109878305961622,0.2023679792236445,19.965726745388334,0.18168274436603582,10.199708918460177,0.6137663341853845,17.55853055513205,0.06344378180377674,6.4529983179564026,0.0795991809281482,18.055596120241,0.013310870951066534,797965745.0,797966885.0,1140.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1018.4608849432315,5532.953785299568,5958.36193018322,6572.126377443063,7761.203141107287,9816.894449056375,1049.259105099014,23.142154931948067,2.1614737565039688e-13,1.5763303886568588e-14,--,--,--,--,--,E,0,0
16643,--,261.00116258115065,60.7472647829546,1,WhiteDwarf_Candidate,ZTF J172400.04+604451.8,689.2273761113792,167.27946748704142,-325.0742808796192,1.4509,0.4650000035762787,2.364523649249602,834053070,2006-06-11T05:24:30,2006.441713311612,2.3028311386565736,1,1.4389192536789192e+18,689.2136838203716,167.2806341106035,-325.08477877529003,1.4509288243624427,0.46502572298049927,3.1201043128967285,6.361291197140334,0.8495741239337309,261.0002640462601,60.74772996623039,689.2136838203716,-325.08477877529003,167.2806341106035,0.896140253135637,0.18380219723437377,20.199060036123466,0.20256156800595093,2.9789452345864627,0.3332113671319315,18.894843702129833,0.11512085820173112,2.2937328110047135,0.04285100750897093,19.17864293237337,0.02009634427094653,834053062.0,834054472.0,1410.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1249.1677174047,1782.4217051906699,2174.8610338625317,2865.256979859025,4432.361497923184,7684.14259491866,1659.7632682581072,29.106199251019973,3.419112332611701e-13,1.5168359846444276e-14,--,--,--,--,--,E,0,0
41726,--,73.50147919746081,62.412222574698696,1,WhiteDwarf_Candidate,Gaia DR2 477829370972112000,234.80241376881355,9.04839528288548,-9.80401441251584,4.2589,0.17069999873638153,2.3644993186642433,982441273,2011-02-22T15:21:13,2011.144218480308,2.183588799544789,4,4.77829370972112e+17,234.80113166535796,9.047773606412477,-9.803289044002213,4.25892325521333,0.17068970203399658,24.951261520385742,22.2156318199341,6.513831127953407,73.50061206529827,62.41267715788476,234.80113166535796,-9.803289044002213,9.047773606412477,2.020369011419694,0.2810411682428338,19.316423253379618,0.14140832774383227,5.947630495622823,0.48206913885523756,18.14414005107156,0.08461676404478169,4.703582355705999,0.05754442167299769,18.398928118618425,0.013202483238899276,982441267.0,982442947.0,1680.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1420.4380358030373,4451.3680795150085,5287.863953016388,6681.147282576851,9624.098868083553,20208.18976371546,5402.296394645454,52.51116184298614,1.1128730572969637e-12,2.5477369533101726e-14,--,--,--,--,--,E,0,0
17926,1124117926.0,261.0013982103933,60.74734131943951,1,WhiteDwarf_Candidate,ZTF J172400.04+604451.8,689.2273761113792,167.27946748704142,-325.0742808796192,1.4509,0.4650000035762787,2.513727582631478,841643628,2006-09-07T01:53:48,2006.6824083268327,2.4368710937966584,1,1.4389192536789192e+18,689.2136838203716,167.2806341106035,-325.08477877529003,1.4509288243624427,0.46502572298049927,3.1201043128967285,6.361291197140334,0.8495741239337309,261.0002640462601,60.74772996623039,689.2136838203716,-325.08477877529003,167.2806341106035,0.5972686906457129,0.14899967969703107,20.639575626895038,0.24181321434174308,3.2488605195210276,0.43960966071231666,18.800672333597106,0.13778802538725188,2.146093003722918,0.038447984595649694,19.250878653119425,0.019279147481594094,841643619.0,841645239.0,1620.0,0.07776003353199165,0.05132771696324224,21.593108902008858,0.5503214839582569,0.9952100668644172,0.23103040278550893,18.82521309901268,0.226652211665602,0.5540601694984704,0.01861632394338422,19.461107673638228,0.03588106630016341,841643619.0,841645239.0,1620.0,0.4261607435594091,0.289957230152238,3.5055197619989076,1.454702154204873,2.0818263882290715,0.5593856068555322,1451.7819076038493,662.6388182135381,740.6720053346,885.7802772049805,1178.1890554478414,1827.444991870813,1904.7413298663464,31.180309819702153,3.923767139524673e-13,1.6158547795568038e-14,1598.7077324233214,331.39105088255843,13.005672437618873,4.639474712355818e-13,4.9021548491581905e-14,E,0,0
34446,3459534446.0,11.442033016839844,41.84142857423543,5,"**, Cepheid, ClassicalCep, Cluster*, Star, Variable*",Gaia DR2 375297888752001664,--,--,--,--,--,1.3585744649358165,939377177,2009-10-12T06:06:17,2009.7787791094304,1.331640231261456,4,3.7529788875200166e+17,296.11342204876297,12.565295009524164,-13.730583876673222,3.3770843384307088,0.149653822183609,22.565975189208984,53.94970032059266,-12.709857255659237,11.441566558100563,41.841555317534684,296.11342204876297,-13.730583876673222,12.565295009524164,4.8516479068045975,0.465666680340141,18.365276810569053,0.09950769843342044,14.409185651785736,0.8460665575843699,17.183401407598875,0.06194988776327648,10.952206532747901,0.095764117103056,17.48124593757162,0.009452217124259477,939377169.0,939378819.0,1650.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1194.2520814542959,7358.886401303546,9410.26485627632,13079.695448251518,20383.276000170943,33457.33678238093,6673.218524253015,58.36199067104785,1.374683015996121e-12,3.1277674725437116e-14,--,--,--,--,--,E,0,0
38967,--,11.442096463879013,41.84129467479608,5,"**, Cepheid, ClassicalCep, Cluster*, Star, Variable*",Gaia DR2 375297888752001664,--,--,--,--,--,1.7283992257659488,966121361,2010-08-17T19:02:41,2010.626831620846,1.7030061673433496,4,3.7529788875200166e+17,296.11342204876297,12.565295009524164,-13.730583876673222,3.3770843384307088,0.149653822183609,22.565975189208984,53.94970032059266,-12.709857255659237,11.441566558100563,41.841555317534684,296.11342204876297,-13.730583876673222,12.565295009524164,6.170342184301322,0.5569988226135988,18.10422687734269,0.09383548358993465,14.753377424767146,0.80231311862474,17.157771368022516,0.05749460536913631,12.397657870028526,0.10158554037861539,17.34665088189225,0.008860195886445155,966121348.0,966122938.0,1590.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1201.3674389615242,8516.559096309935,10716.321868045665,14894.142484437356,22899.810078433708,37905.45201925238,7659.1297406261965,62.524774863872594,1.5777807265689964e-12,3.335483355424467e-14,--,--,--,--,--,E,0,0
41960,--,209.1483926524562,38.86852439237789,1,QSO,SDSS J135635.50+385208.0,4775.549188156638,4004.8362528838697,5913.594083446023,0.2094,1.0880999565124512,1.7496885530297706,983825395,2011-03-10T15:49:55,2011.1881087010083,1.7420143896704892,1,1.4961062278291528e+18,-1345.2966083222964,-4631.668391756359,-786.9330845057964,-0.7433304996190306,1.0476174354553223,-0.7095438241958618,1.7758345388253307,1.017236962203529,209.1479737231444,38.86888183302245,-1345.2966083222964,-786.9330845057964,-4631.668391756359,0.302108080537298,0.1046654895686308,21.379594146053584,0.32297596384576366,1.5367298952791284,0.23722267227229812,19.613506149888103,0.15586115829186653,1.031413392442219,0.025928205617624267,20.046418084432055,0.026956380953365056,983825387.0,983827067.0,1680.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1534.220714039392,501.30092102358367,861.793942155423,1582.4157914224932,3069.4448727300473,5888.941685551004,1439.1181648773636,27.102580996210566,2.964583419647369e-13,1.3543220648397236e-14,--,--,--,--,--,E,0,0
38424,--,269.3825212734785,-68.5443484672543,1,Star,Gaia DR3 5811947687666193280,2179.1239921551537,166.6466275766943,-196.7372506506117,0.4589,0.03799999877810478,0.5796284793332451,962909144,2010-07-11T14:45:44,2010.5249728879687,0.5481310054116973,3,5.811947687666193e+18,2179.2023928217086,166.79387394082664,-196.94122507987458,0.4588834902595552,0.03803350776433945,12.065242767333984,-1.6168244822122286,-5.158812058229631,269.38217712875615,-68.544262814164,2179.2023928217086,-196.94122507987458,166.79387394082664,130.19410040664258,2.302636226763499,14.793521737170916,0.01903469172926009,166.02576952801448,7.14186620339582,14.529561245333156,0.04572806418075359,146.6237807782725,0.3255356441421195,14.66448896538319,0.002407890798037826,962909132.0,962910842.0,1710.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1383.5896917619552,186061.725286815,195737.82333162855,202867.15165198254,210877.5103142388,225578.49256796762,7503.6263586740815,61.886799512550034,1.5457470298868607e-12,7.074625962300008e-14,--,--,--,--,--,E,0,0
2609,--,337.70627232756766,-33.32813766499937,0,--,--,--,--,--,--,--,--,751006998,2003-10-24T01:03:18,2003.811079369451,1.7583463204234646,1,6.600514845823716e+18,266.38716810255954,10.35594230999476,-11.229009715129507,3.7539345724603304,0.151839017868042,24.72312355041504,15.190265516606889,6.521041747415249,337.7059080646548,-33.32775565608663,266.38716810255954,-11.229009715129507,10.35594230999476,1.0422297638276268,0.19771095899388985,20.035091321202927,0.18859363014305686,4.685488223807577,0.41976472949748495,18.403112873275425,0.09315603634693304,2.794961206522275,0.05774537279899091,18.96406053913104,0.0222032985094458,751006971.0,751007931.0,960.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,838.1879353609739,1501.777819271252,1803.8878396844211,2342.702763108922,3568.310872316187,6025.017180188513,1253.9438446431661,25.29889004225184,2.583124319964922e-13,1.335619208024845e-14,--,--,--,--,--,E,0,0
15733,989015733.0,189.763270946636,65.82587977821022,1,**,SDSS J123902.93+654934.5,229.39988988805283,2.6322360121003214,-2.6940617287981468,4.3592,0.050599999725818634,2.183446262582817,828668481,2006-04-09T21:41:21,2006.270969114504,1.6873586925477746,1,1.6804668099525084e+18,229.397582276314,2.6310127059562944,-2.6927809318972606,4.359243851120802,0.05057723447680473,86.1898422241211,26.47725131466097,-17.10768608845732,189.76245608254885,65.82620892604808,229.397582276314,-2.6927809318972606,2.6310127059562944,0.5930868017453426,0.14762092154552736,20.64720435107391,0.24132153363282782,27.1578234229164,1.0026095917434479,16.495262599352884,0.039360920701323465,13.592801056543555,0.09844195078158963,17.246727598409393,0.007834795573497644,828668473.0,828670003.0,1530.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1402.6474869560643,16719.611380410875,17838.59289278847,19065.90824265455,20994.895961920647,24502.66285822143,1790.422686653524,30.23014355979921,3.688270734506259e-13,2.4187696866980772e-14,--,--,--,--,--,E,0,0
36578,293736578.0,166.93104644185706,7.939772251965111,1,"GtowardsCl, Low-Mass*, X",2MASS J11074330+0756251,71.21594097622811,0.16596442353278462,-0.16674158580256915,14.0418,0.03280000016093254,2.622659612797091,951989261,2010-03-07T04:27:41,2010.1785915143007,3.339238783633555,2,3.8184508836467425e+18,71.2159997164497,0.16605787894677349,-0.1668359181178971,14.041788418073933,0.03281845897436142,427.8625183105469,-71.8173922085917,-28.172944348911543,166.93019027679344,7.940148214300093,71.2159997164497,-0.1668359181178971,0.16605787894677349,1.3137774484632645,0.22133687514991757,19.783695493124565,0.16904730302489313,17.644795243055512,1.2360548294070324,16.963458442484608,0.07351230158845823,2.954871123662005,0.045629279189515766,18.903653640174234,0.016637863702044342,951989253.0,951990873.0,1620.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1419.2252441345463,2734.605191583865,3201.937877003332,4193.627691865329,6174.982123276567,9764.310712097264,1832.0531338772305,30.57957576144307,3.7740294557870945e-13,1.6751355745057387e-14,--,--,--,--,--,E,0,0
