eclipse,obj_id,ra,dec,simbad_n_match,simbad_otype,simbad_main_id,simbad_distance,simbad_distance_err_2,simbad_distance_err_1,simbad_parallax,simbad_parallax_err,simbad_match_offset,obstart,datetime_iso,datetime_decimal,gaia_match_offset,gaia_n_match,gaia_dr3_source_id,gaia_distance,gaia_distance_err_2,gaia_distance_err_1,gaia_parallax,gaia_parallax_err,gaia_parallax_over_err,pmra,pmdec,gaia_ra,gaia_dec,distance,distance_err_1,distance_err_2,cps_min_NUV,cps_min_err_NUV,mag_min_NUV,mag_min_err_NUV,cps_max_NUV,cps_max_err_NUV,mag_max_NUV,mag_max_err_NUV,cps_mean_NUV,cps_mean_err_NUV,mag_mean_NUV,mag_mean_err_NUV,tstart_NUV,tstop_NUV,expt_raw_NUV,cps_min_FUV,cps_min_err_FUV,mag_min_FUV,mag_min_err_FUV,cps_max_FUV,cps_max_err_FUV,mag_max_FUV,mag_max_err_FUV,cps_mean_FUV,cps_mean_err_FUV,mag_mean_FUV,mag_mean_err_FUV,tstart_FUV,tstop_FUV,expt_raw_FUV,ratio_min,ratio_min_err,ratio_max,ratio_max_err,ratio_at_nuv_max,ratio_at_nuv_max_err,expt_eff_NUV,skybg_counts_NUV,skybg_counts_err_NUV,skybg_flux_NUV,skybg_flux_err_NUV,expt_eff_FUV,skybg_counts_FUV,skybg_counts_err_FUV,skybg_flux_FUV,skybg_flux_err_FUV,morphology,qa_flag_nuv,qa_flag_fuv,gfcat_objid,mag_diff
1647,1547101647.0,258.73769951548394,58.85752471371324,1,RSCVnV*,V* V508 Dra,470.69898799717583,3.1252282567717202,-3.1672869607824055,2.1245,0.0142000000923872,2.37093347079137,745313229,2003-08-19T03:27:09,2003.630531138857,2.410976870355608,1,1.4341578228711665e+18,470.70631084229643,3.1201595613345035,-3.1620803730269245,2.1244669488509067,0.01417637336999178,149.8596954345703,-5.209684776376007,-3.495095548110718,258.73659455372996,58.857873950738586,470.70631084229643,-3.1620803730269245,3.1201595613345035,14.98869487186888,0.7569982868464095,17.14059045333995,0.05349491322752442,22.82841397318016,1.1806925427989954,16.683810651259417,0.054750647153749554,18.329015526586872,0.123896296100581,16.922152152222505,0.007314418398653544,745313222.0,745314602.0,1380.0,2.911691848552058,0.3145656111094936,17.659636473427444,0.11138402771880607,5.439545448591441,0.43015288839266447,16.981093475670185,0.08263293068459276,3.8801075179022977,0.05376259080602573,17.34789059981299,0.014940639761039876,745313222.0,745314602.0,1380.0,1.1103095966189025,0.15190244662046604,1.9649030209464144,0.17891846954967505,1.9649030209464144,0.17891846954967505,1194.049943986131,1703.1474991837986,29.484146068269702,3.5084838483186254e-13,2.5285738981540424e-14,1342.4044460925554,291.79421460208755,12.203959618493316,4.085119004429226e-13,8.029807649240097e-14,--,0,0,GFCAT J0171457.0+585127.2,0.4567798020805327
1653,2477601653.0,258.7376913690125,58.85759389455101,1,RSCVnV*,V* V508 Dra,470.69898799717583,3.1252282567717202,-3.1672869607824055,2.1245,0.0142000000923872,2.229274975990978,745348758,2003-08-19T13:19:18,2003.6316577560565,2.2773698479058107,1,1.4341578228711665e+18,470.70631084229643,3.1201595613345035,-3.1620803730269245,2.1244669488509067,0.01417637336999178,149.8596954345703,-5.209684776376007,-3.495095548110718,258.73659455372996,58.857873950738586,470.70631084229643,-3.1620803730269245,3.1201595613345035,14.784236136160194,0.7495491766717827,17.15550277362087,0.05369602017972852,24.242313974651488,0.9602564000440338,16.618564820746755,0.042176911055761934,17.56084844171266,0.15841431013493706,16.96863626312311,0.009750383543405405,745348751.0,745349531.0,780.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,699.7721818760497,1021.8992894748244,22.83844191276574,2.1051125363181382e-13,1.9157412208737644e-14,--,--,--,--,--,F,0,0,GFCAT J0171457.0+585127.2,0.5369379528741156
1654,1453101654.0,258.7374651712313,58.85759126455293,1,RSCVnV*,V* V508 Dra,470.69898799717583,3.1252282567717202,-3.1672869607824055,2.1245,0.0142000000923872,1.8754389126155728,745354679,2003-08-19T14:57:59,2003.6318455097348,1.913897075937493,1,1.4341578228711665e+18,470.70631084229643,3.1201595613345035,-3.1620803730269245,2.1244669488509067,0.01417637336999178,149.8596954345703,-5.209684776376007,-3.495095548110718,258.73659455372996,58.857873950738586,470.70631084229643,-3.1620803730269245,3.1201595613345035,14.005371150943109,1.0396334855788802,17.214263444043063,0.07774425883211578,34.5503393210641,1.144999673107608,16.23386920758827,0.03539798447476272,25.253929535076097,0.14465274575672457,16.574177589148373,0.006201277864075649,745354673.0,745356053.0,1380.0,3.7053101027545736,0.3546955785445575,17.39793859857778,0.09925520182811454,8.342671549673693,0.5321539872735596,16.516737135548478,0.06713669646184783,5.960627751594102,0.07399964696667544,16.881769998847115,0.013396149410834113,745354673.0,745355783.0,1110.0,1.207525912454443,0.10105615835933979,1.903577722539846,0.14005516035233848,1.6735119387671433,0.12055491999335333,1206.9119875658705,1839.0582866010197,30.63798296971594,3.788460070398101e-13,2.8878943340454e-14,1088.5107058035655,281.0875042706014,11.977969234033488,3.93522505978842e-13,8.709126303962349e-14,--,0,0,GFCAT J0171457.0+585127.2,0.9803942364547922
1731,2651201731.0,340.31688326227766,12.165311113014862,0,--,--,--,--,--,--,--,--,745810541,2003-08-24T21:35:41,2003.646300798928,1.3481976837424428,1,2.7314353429594793e+18,286.8470710193581,9.240203524408003,-9.87650730304614,3.486178180053699,0.11603818088769913,30.043371200561523,23.253188096985582,-12.478955439293268,340.31665456739603,12.165611564499624,286.8470710193581,-9.87650730304614,9.240203524408003,1.3107039833403349,0.22653302137909262,19.78623845177769,0.1730905276623531,9.289689931529702,0.6017834093017393,17.659996953786877,0.068149415878068,2.392294776858623,0.04474736360958244,19.13296326982413,0.02012086711357597,745810534.0,745811944.0,1410.0,0.012211176504431442,0.040505321546522394,23.603106228187013,1.5879726092544502,0.2801948241878957,0.09743048186513327,20.20134972836613,0.3240024540237094,0.13679611603212471,0.014923151789482851,20.979815582741544,0.11241742820264022,745810534.0,745811164.0,630.0,0.046374020206798074,0.1539781549576966,1.3325472168875752,0.5130319260424561,1.3325472168875752,0.5130319260424561,1194.7575568275047,2243.796667562035,33.84185597355424,4.622221135177791e-13,1.712795453026268e-14,614.2605921985273,105.74843765346522,7.346820063965739,1.4804781271485134e-13,2.441408109178016e-14,F,0,0,GFCAT J0224116.0+120955.1,2.126241497990815
1740,1960501740.0,350.75503479732447,-0.0220140706893949,1,Star,2MASS J23230111-0001180,506.9965524234435,64.96852879700532,-87.3570897107503,1.9724,0.289900004863739,1.8139863203810878,745863809,2003-08-25T12:23:29,2003.647989916128,1.5270959357769625,1,2.6449614635586836e+18,506.9906028882162,64.96108072535196,-87.34397754332934,1.9724231461159547,0.28986918926239014,6.804528713226318,27.591156998206912,1.316650059827684,350.75478005528316,-0.02167488567980079,506.9906028882162,-87.34397754332934,64.96108072535196,0.9048174554345059,0.18374533458541084,20.188597574346197,0.20073128657328,8.744644742893954,0.5724305932178418,17.725644573334833,0.06884359115058558,2.0196518972717636,0.0529734934284375,19.316808695345948,0.0281107307863806,745863802.0,745864612.0,810.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,719.7129108262191,893.9526609978656,21.360906754731346,1.8415424816556034e-13,1.118081720428263e-14,--,--,--,--,--,F,0,0,GFCAT J0232301.2-000119.2,2.462953001011364
1756,2640901756.0,340.4323874042171,11.890360609774508,1,RRLyrae,NSVS  11819881,6802.721088435374,1032.3806392419092,-1482.2830559078002,0.147,0.02630000002682209,1.5344244421071165,745958503,2003-08-26T14:41:43,2003.6509926431693,1.395517096414876,2,2.7179168131361516e+18,6801.573019056981,1033.3080899211564,-1484.305066220355,0.14702481281876278,0.02633754350244999,5.582327842712402,8.362433502910834,-3.2111499895918265,340.4319930822249,11.890397740325469,6801.573019056981,-1484.305066220355,1033.3080899211564,10.144585692480696,0.6310519600245919,17.564414212420257,0.06552166026101247,15.452922596079304,0.777251605727769,17.107473426954684,0.053281380013416424,12.638003393951008,0.09812106260070552,17.325803830854273,0.008397066631278705,745958496.0,745960026.0,1530.0,0.1446122645849723,0.0699939707402437,20.91948718227001,0.4285930225703112,0.486008276230825,0.12833412468540598,19.603390837694192,0.25441706433130307,0.2928581870914796,0.02264140753604059,20.153356576017217,0.08085358995060687,745958496.0,745959066.0,570.0,0.08544841424297289,0.04100462852226809,0.3024309981827814,0.08499785379291636,0.291668465276165,0.07890077805346425,1312.6652312209167,2525.4393670098366,35.90301301531582,5.202405096040262e-13,2.4731936875634467e-14,571.2819806572926,122.04912065225905,7.8927755151736,1.708687689131627e-13,2.7294074213229846e-14,--,0,0,GFCAT J0224143.7+115325.2,0.45694078546557293
1805,1019201805.0,333.612835297428,-17.794195056753107,1,EclBin,ATO J333.6125-17.7939,349.99300013999715,4.067996537383124,-4.164812431082339,2.8572,0.03359999880194664,1.7010394333537509,746248470,2003-08-29T23:14:30,2003.660187436422,1.2523228546368577,1,6.825805293750909e+18,349.99026407818747,4.072420433904313,-4.169450302168855,2.857222336266477,0.03363749757409096,84.94158935546875,17.616487477152702,-22.834785255597595,333.61253846029666,-17.793992255718805,349.99026407818747,-4.169450302168855,4.072420433904313,0.904937822386651,0.18424538594095566,20.188453149561703,0.20120549282976796,27.53637239650612,1.3505312422583886,16.48023318415825,0.05198566591773002,3.537417982019504,0.0631847673566859,18.708284052074983,0.01922207400452791,746248463.0,746249453.0,990.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,886.05687082948,1118.4540026330824,23.893044256518863,2.3040152454241496e-13,1.3522089782955456e-14,--,--,--,--,--,--,0,0,GFCAT J0221427.0-174739.4,3.708219965403451
1909,1461401909.0,334.316052513,0.4369792553840775,1,"EmissionG, QSO",SDSS J221715.18+002615.0,--,--,--,--,--,10.282115267701284,746863895,2003-09-06T02:11:35,2003.6797024351536,46.77628005856771,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.3259451525633181,0.43563222328957724,19.77368610014437,0.30844041006429634,3.409383372584635,0.3606955095254686,18.748310403031685,0.10918649585833151,1.853460230466391,0.047831018677353995,19.41004182038263,0.027663443697573342,746863888.0,746864818.0,930.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,810.1473414998101,1188.5130520914345,24.629999397854974,2.4483368873083545e-13,1.2560514110302392e-14,--,--,--,--,--,F,0,0,GFCAT J0221715.8-002613.1,1.0253756971126862
1911,1222901911.0,347.30838064611885,0.314289289763399,1,Star,2MASS J23091388+0018525,946.4319515426841,258.10596094065386,-567.8018489983692,1.0566,0.3962000012397766,1.906976457027069,746875731,2003-09-06T05:28:51,2003.680077752252,1.6098009681316332,2,2.651374330767846e+18,946.451382392152,258.1177404309492,-567.844869010801,1.0565783077758353,0.3962055444717407,2.6667428016662598,21.15052731689947,0.5569491676928695,347.3079923473948,0.31451107098238223,946.451382392152,-567.844869010801,258.1177404309492,0.8535437257760261,0.1790527628338358,20.251935564296886,0.20676217398707664,5.3731142542304156,0.4498454090038149,18.254434811171677,0.08729426536348939,1.4475374749245469,0.03104703461389658,19.678425460292736,0.023040840238625293,746875724.0,746877404.0,1680.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1501.7220726584221,1888.7771660414605,31.04936948098939,3.890880962045408e-13,1.5616966937967198e-14,--,--,--,--,--,F,0,0,GFCAT J0230914.0-001851.4,1.997500753125209
1929,443101929.0,338.8780749019883,14.481721895251148,1,**,SDSS J223530.61+142855.0,525.0721974271462,66.41971624383427,-88.91441378187494,1.9045,0.2757999897003174,1.9707308217225266,746982259,2003-09-07T11:04:19,2003.683455732972,2.019495682663545,1,2.7328874842874076e+18,525.0672367015173,66.4215435146337,-88.91797289845897,1.904517993318379,0.2758142650127411,6.905074596405029,-4.449991656409621,-2.1265207051077444,338.8775486188178,14.481956491743846,525.0672367015173,-88.91797289845897,66.4215435146337,0.8476182831730877,0.17821829127634747,20.259499210260742,0.20719465784352664,6.73437484376665,0.5025324781147471,18.0092567847463,0.07813931212004732,3.693710882398211,0.049617980654565685,18.661342752675967,0.014487709945861127,746982253.0,746983933.0,1680.0,0.12071037491301892,0.07942927046896492,21.115638503011887,0.5489713178707056,2.2500267197100845,0.27586160399393916,17.93953081121743,0.1255661745178358,1.7187116770602373,0.05341066486701781,18.231992430975897,0.033226683360556564,746982253.0,746982853.0,600.0,0.7902587382578584,0.5412336740985034,2.8412190752900615,0.4370977103652993,2.6279885487876435,0.3851829905758078,1500.3228651998422,1979.3289913922486,31.78494149787171,4.077417722268032e-13,1.8020381377530675e-14,602.4861381575643,137.94868571888023,8.391144637990605,1.9312816000643234e-13,4.0783035982433986e-14,E,0,0,GFCAT J0223530.7+142853.9,2.2502424255144433
