eclipse,obj_id,ra,dec,simbad_n_match,simbad_otype,simbad_main_id,simbad_distance,simbad_distance_err_2,simbad_distance_err_1,simbad_parallax,simbad_parallax_err,simbad_match_offset,obstart,datetime_iso,datetime_decimal,gaia_match_offset,gaia_n_match,gaia_dr3_source_id,gaia_distance,gaia_distance_err_2,gaia_distance_err_1,gaia_parallax,gaia_parallax_err,gaia_parallax_over_err,pmra,pmdec,gaia_ra,gaia_dec,distance,distance_err_1,distance_err_2,cps_min_NUV,cps_min_err_NUV,mag_min_NUV,mag_min_err_NUV,cps_max_NUV,cps_max_err_NUV,mag_max_NUV,mag_max_err_NUV,cps_mean_NUV,cps_mean_err_NUV,mag_mean_NUV,mag_mean_err_NUV,tstart_NUV,tstop_NUV,expt_raw_NUV,cps_min_FUV,cps_min_err_FUV,mag_min_FUV,mag_min_err_FUV,cps_max_FUV,cps_max_err_FUV,mag_max_FUV,mag_max_err_FUV,cps_mean_FUV,cps_mean_err_FUV,mag_mean_FUV,mag_mean_err_FUV,tstart_FUV,tstop_FUV,expt_raw_FUV,ratio_min,ratio_min_err,ratio_max,ratio_max_err,ratio_at_nuv_max,ratio_at_nuv_max_err,expt_eff_NUV,skybg_counts_NUV,skybg_counts_err_NUV,skybg_flux_NUV,skybg_flux_err_NUV,expt_eff_FUV,skybg_counts_FUV,skybg_counts_err_FUV,skybg_flux_FUV,skybg_flux_err_FUV,morphology,qa_flag_nuv,qa_flag_fuv,gfcat_objid,mag_diff
927,3715900927.0,249.9098130168929,41.11252171710656,1,RRLyrae,V* AF Her,3149.6062992125985,141.18271167468674,-155.0863625633242,0.3175,0.01489999983459711,2.2239209651969762,741051678,2003-06-30T19:41:18,2003.4953982431189,2.406354385486272,1,1.3561038703724344e+18,3149.9248551741152,141.05605596117357,-154.93200443105889,0.317467890815676,0.01488292496651411,21.33101463317871,-15.087261119357114,-8.080175499832446,249.908966309676,41.11272134880339,3149.9248551741152,-154.93200443105889,141.05605596117357,24.428266614881746,1.1501454829845599,16.610268371688374,0.049952321874943806,33.082458106673315,1.1178026609454024,16.281005571974763,0.03607911558777133,29.137971550575333,0.23954443656127042,16.418851712665486,0.008889390868230151,741051671.0,741052241.0,570.0,0.14896945658798894,0.07088470087210558,20.887256916134678,0.4225936225785283,0.8362443748384135,0.16803097477307796,19.014166976452987,0.1987989836296542,0.4090856668137307,0.01969220727644489,19.79046434166444,0.05104525837350238,741051671.0,741052721.0,1050.0,0.03323579775045771,0.01585793302864772,0.12098233788251385,0.03078347135173192,0.12098233788251385,0.03078347135173192,507.79349995740756,780.6754240811453,19.96170703392084,1.6081913736071591e-13,1.977242236727557e-14,1054.934429536735,157.86534408003516,8.976474960000608,2.2101148171204924e-13,3.443419523696993e-14,--,0,0,GFCAT J0163938.3+410644.4,0.32926279971361083
1413,1953301413.0,311.5651133785091,-4.930670266514934,0,Low-Mass*,2MASS J20461427-0456025,817.8621084485156,65.98240829734561,-78.67724834533783,1.2227,0.10729999840259552,23.58975724917362,743928009,2003-08-03T02:40:09,2003.5866061008053,2.2159375336534373,2,6.914321924022811e+18,191.5361679559564,2.614038919677256,-2.687392679777645,5.220946052496724,0.07224011421203613,72.2721176147461,17.775261159394173,-33.68843862266971,311.56460295652903,-4.9303234507090945,191.5361679559564,-2.687392679777645,2.614038919677256,5.135227099889595,0.4475787019587963,18.303600863590322,0.09073216649040106,11.85817009658913,0.6795473969311591,17.394955810791384,0.060502010442121446,8.192573892525994,0.07502938045585647,17.79644908207435,0.009898153362872364,743928002.0,743929712.0,1710.0,0.14876775531239883,0.07098066943593424,20.888727974519067,0.4235424008852,1.305503932466618,0.6467819925832067,18.530554539120057,0.43691309726457206,0.3820775895009659,0.020168654590738692,19.864621087024044,0.05585108111539938,743928002.0,743928962.0,960.0,0.18609533448139073,0.09018110709199717,0.7482062367397394,0.3731531813235861,0.7482062367397394,0.3731531813235861,1455.3171473953814,2354.825972464813,34.6690412824696,4.850941503277514e-13,2.228458646260917e-14,939.2856958140287,212.26501622677,10.408823277989395,2.97171022717478e-13,3.730574022620642e-14,F,0,0,GFCAT J0204615.6-045550.4,0.9086450527989385
1420,1468701420.0,315.93539142183124,-7.379243973589912,1,Low-Mass*,2MASS J21034437-0722434,484.8719937936385,67.54455660357485,-93.63083686476938,2.0624,0.33379998803138733,0.7203244462531776,743969866,2003-08-03T14:17:46,2003.5879333775688,0.595835810250689,3,6.909406114910425e+18,484.8834715367964,67.55179316753623,-93.64388681390426,2.062351180646736,0.3338244557380676,6.177951335906982,-4.058352738251234,-8.337625091316973,315.935538878469,-7.379166457419313,484.8834715367964,-93.64388681390426,67.55179316753623,2.0972334566121122,0.28370388948812986,19.275883056794356,0.13775297474697368,6.953221349033487,0.5163074424883792,17.974534862630563,0.07776787664141338,3.3495479668904182,0.05504421241756101,18.76753449638644,0.017697239369987017,743969856.0,743971116.0,1260.0,0.09005326458033348,0.055243290132450315,21.433751346657882,0.5193896376168681,1.1344453181341174,0.1960635908573377,18.68304108220422,0.17308554945820376,0.3382798036096043,0.02540815868517104,19.9968098255325,0.0786321419892424,743969856.0,743970396.0,540.0,0.19191021525489604,0.11959323730440953,1.108813046991194,0.20857223798655447,1.108813046991194,0.20857223798655447,1105.5105136323991,9832.23189708928,70.84161934065304,2.025439770800392e-12,3.100942141325429e-14,523.9980653785764,94.4604695821594,6.943644433285295,1.3224465741502317e-13,2.5119227904787343e-14,F,0,0,GFCAT J0210344.4-072245.2,1.3013481941637934
1422,1479501422.0,343.35265409478205,-39.79307189933704,0,Galaxy,LEDA 2794348,--,--,--,--,--,31.206438874927272,743982262,2003-08-03T17:44:22,2003.5883264521497,0.7256147124933267,1,6.546417258829336e+18,104.51288371426276,0.5095869569009608,-0.5146052109986101,9.568198335565887,0.04688148573040962,204.09332275390625,65.34788704439512,-49.015882825519924,343.3524180863038,-39.79298390977088,104.51288371426276,-0.5146052109986101,0.5095869569009608,0.6471948920367341,0.15412152933014667,20.55241229759103,0.2319224046493673,3.8024207123253255,0.3741966169028976,18.62984958260792,0.1019112978130039,1.590186076062933,0.04960927931404705,19.576380134043124,0.03335426395488028,743982256.0,743982976.0,720.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,646.1332797883674,912.6045221080968,21.58259850340874,1.8799653155426794e-13,1.0488638864900652e-14,--,--,--,--,--,F,0,0,GFCAT J0225324.6-394735.3,1.9225627149831084
1534,1091701534.0,259.44507475705063,59.68960668309626,1,Star,2MASS J17174656+5941240,129.1522446660123,2.0260592582583,-2.091685349043644,7.7428,0.1234000027179718,2.3970117655300758,744644158,2003-08-11T09:35:58,2003.6093150366248,2.035130085150521,2,1.4343475573465283e+18,129.15169488954407,2.0256497325578664,-2.0912491549272545,7.742832959762873,0.12337572127580643,62.75815963745117,17.298796408388082,-14.592697130669343,259.4442121002186,59.68996728735478,129.15169488954407,-2.0912491549272545,2.0256497325578664,1.171985819336643,0.2086057985979099,19.90769410778523,0.17785718854317167,11.428833894156085,0.6527083585550936,17.43499519810817,0.06030114083454308,2.332894280169025,0.04154252469126262,19.160262354236725,0.01916389277399233,744644151.0,744645651.0,1500.0,0.04117142317169459,0.03734509958270898,22.283510301237694,0.7009129458393879,0.3696571405694881,0.11182820109062802,19.900502250583685,0.2869599255848705,0.17367008174716855,0.018488000097512766,20.72068747822355,0.10983411541751309,744644151.0,744644691.0,540.0,0.15345726507999313,0.1409270672864763,1.8254647708955556,0.6287296064974485,1.8254647708955556,0.6287296064974485,1351.7901730294946,1702.62039181392,29.479583188850466,3.507398007136675e-13,1.559524170464708e-14,537.6127098209994,102.10572012201385,7.2191731737282705,1.429480081708194e-13,2.4311930712500933e-14,F,0,0,GFCAT J0171746.8+594122.6,2.47269890967706
1573,1783001573.0,261.4212377307399,59.258315302410814,1,Star,HD 238692,327.9226102639777,1.4985855017968106,-1.512408725434284,3.0495,0.014000000432133675,2.509779656536653,744875043,2003-08-14T01:44:03,2003.616636351947,2.6578712313232233,1,1.435544788069864e+18,327.9200593718509,1.495811766507245,-1.5095837396191314,3.0495237220789586,0.013974186964333057,218.22547912597656,-11.940161827984335,-1.6525951195310982,261.419993628105,59.25869034982028,327.9200593718509,-1.5095837396191314,1.495811766507245,140.6178659994926,2.7741071468256955,14.709898742883986,0.02121084513550997,176.1024476472956,2.602818295887812,14.465586519333272,0.015929894670843936,157.25188160876496,0.3442663408025383,14.588510373173907,0.00237436822951409,744875036.0,744876566.0,1530.0,0.6133084419031117,0.14430702092480813,19.350802643528677,0.2294247184702236,2.1100173079107125,0.8021556869613532,18.00928495571396,0.34982788136072074,1.188562819495279,0.03321607656221724,18.63244464855602,0.029926196648197845,744875036.0,744876146.0,1110.0,0.029148693125765644,0.00687500999428999,0.08751229657035112,0.03329587618406684,0.08751229657035112,0.03329587618406684,1326.803852342163,4535.320278912917,48.11343948449817,9.34275977456061e-13,6.974297128944766e-14,1077.2722551001054,246.45478949863983,11.21582061821295,3.4503670529809574e-13,4.919324524585244e-14,--,0,0,GFCAT J0172541.1+591530.0,0.2443122235507147
1580,1765801580.0,261.42136222738503,59.25839736447003,1,Star,HD 238692,327.9226102639777,1.4985855017968106,-1.512408725434284,3.0495,0.014000000432133675,2.566622275042795,744916488,2003-08-14T13:14:48,2003.617950564276,2.7304345267024144,1,1.435544788069864e+18,327.9200593718509,1.495811766507245,-1.5095837396191314,3.0495237220789586,0.013974186964333057,218.22547912597656,-11.940161827984335,-1.6525951195310982,261.419993628105,59.25869034982028,327.9200593718509,-1.5095837396191314,1.495811766507245,135.0254740534354,2.271703179900257,14.753960723259308,0.018114744344860156,164.6332590675108,2.5515673042474685,14.538706061169188,0.01669820741275352,150.2251022291852,0.339070458845788,14.638143729435818,0.0024478348117362714,744916481.0,744917981.0,1500.0,0.9939556836854856,0.18360543591561052,18.826582446350535,0.18404109087753895,1.78218934365009,0.2458173353096045,18.192615393657416,0.14028884603867553,1.3857491834314735,0.03837799563547283,18.465788421621017,0.02966035888411156,744916481.0,744917441.0,960.0,0.04329015512162619,0.0080250968195918,0.07906112245415568,0.010975576843621663,0.07906112245415568,0.010975576843621663,1306.6600113087384,4175.127478545489,46.163347479440795,8.600762605803707e-13,6.749481996013237e-14,940.8492717677981,244.57135169651124,11.172882085437683,3.4239989237511573e-13,4.9222605364918385e-14,--,0,0,GFCAT J0172541.1+591530.0,0.21525466209011945
1623,1417401623.0,259.20421928249795,60.03953457344939,1,QSO,[PCE2006] 6680,--,--,--,--,--,16.239519578613294,745171112,2003-08-17T11:58:32,2003.62602463835,2.499775618017655,2,1.4373729280137938e+18,215.61363049870866,11.411432692038034,-12.762335532301051,4.637925708532555,0.2591812312602997,17.894527435302734,-1.527916504714695,1.5980473307461323,259.2030769333798,60.03993043900173,215.61363049870866,-12.762335532301051,11.411432692038034,0.9317382315837565,0.26622693903525707,20.156765209852296,0.2728756889841577,3.528374225240751,0.3635227006575549,18.711063397755048,0.10646672218111064,1.4697012188538465,0.03960577642053592,19.661927364135984,0.02887132638696599,745171100.0,745172150.0,1050.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,936.9404552811231,1075.6271071304905,23.431133190647323,2.2157918406888106e-13,1.2087798654858548e-14,--,--,--,--,--,F,0,0,GFCAT J0171649.0+600222.3,1.4457018120972478
1640,1297001640.0,260.3072203515084,58.102305431983126,1,Star,[BFO2002] Dra 30394,454.25638230217135,23.963782710241503,-26.790374662004922,2.2014,0.1225999966263771,2.246903191140517,745271777,2003-08-18T15:56:17,2003.62921670456,2.53174344023418,1,1.433210829826174e+18,454.260333791073,23.971112279736246,-26.79950811478477,2.2013808506113763,0.12263739109039307,17.9503231048584,-7.0138621243798225,19.17572899318051,260.30623849911206,58.10278020794416,454.260333791073,-26.79950811478477,23.971112279736246,0.8788761167110173,0.18361668866890404,20.220180843090557,0.2059958379096578,3.6638874774036054,0.37439663615478586,18.670144681323986,0.1056368575223523,1.5845381265349254,0.03613087625109107,19.580243266311175,0.02447908081992267,745271770.0,745273150.0,1380.0,0.04608271339221013,0.039574620180902284,22.16115489294158,0.6730662707398309,0.5281007048502617,0.13378755934068795,19.5132081321575,0.24516983407616522,0.18908703793727727,0.011740967196039927,20.628345603393196,0.06540628925202796,745271770.0,745273150.0,1380.0,0.2248156218838277,0.18227134666304542,1.561001386691864,0.6649234522262301,0.9795699072618462,0.26758874479248745,1213.7960083283344,1447.1362012611446,27.1779770413542,2.981100574597958e-13,1.387650059433494e-14,1371.6837994718746,222.64416868250558,10.660267090073097,3.117018361555078e-13,3.655882275748617e-14,F,0,0,GFCAT J0172113.7+580608.2,1.5500361617665703
1646,1567201646.0,258.73760962627745,58.857582063976494,1,RSCVnV*,V* V508 Dra,470.69898799717583,3.1252282567717202,-3.1672869607824055,2.1245,0.0142000000923872,2.118727323448165,745307307,2003-08-19T01:48:27,2003.630343353469,2.1623411378716106,1,1.4341578228711665e+18,470.70631084229643,3.1201595613345035,-3.1620803730269245,2.1244669488509067,0.01417637336999178,149.8596954345703,-5.209684776376007,-3.495095548110718,258.73659455372996,58.857873950738586,470.70631084229643,-3.1620803730269245,3.1201595613345035,15.688235852934657,0.7736556517805762,17.09106472554693,0.05226406319688692,31.086779280450408,1.0956567368388228,16.348560675849185,0.037607962082795154,20.144575111788892,0.12905017630333887,16.819604720732627,0.0069332589471535755,745307300.0,745308680.0,1380.0,2.7603307720846533,0.306189848930569,17.71759718262336,0.11421190630965583,5.917784356943417,0.4481545943231906,16.889602161260473,0.07925833491859535,4.4203376278938515,0.05699195598496762,17.206361394313213,0.013909056110279039,745307300.0,745308680.0,1380.0,1.1486906877691145,0.13898647582795548,1.8258986434631224,0.171021551219827,1.782580641579649,0.1535975863757801,1209.5975745237001,1732.572611380753,29.73775272375043,3.5690995794443507e-13,2.6401098376081833e-14,1360.9065913467932,308.4959957978379,12.548366342083995,4.318943941169731e-13,8.547851326620946e-14,--,0,0,GFCAT J0171457.0+585127.2,0.7425040496977431
